,PSTATABB,PNAME,SECTOR,CNTYNAME,LAT,LON,UTLSRVNM,BANAME,PLFUELCT,NAMEPCAP,PLNGENAN,PLCO2AN,PLGENACL,PLGENAOL,PLGENAGS,PLGENAHY,PLGENABM,PLGENAWI,PLGENASO,PLGENAGT,PLGENAOF,PLGENATN,PLGENATR
8084,OR,Dexter,Electric Utility,Lane,43.9242,-122.8055,USACE Northwestern Division,Bonneville Power Administration,HYDRO,15,50414,,0,0,0,50414,0,0,0,0,0,0,50414
8085,OR,Dorena Hydro-Electric Facility,IPP Non-CHP,Lane,43.786667,-122.958056,"Dorena Hydro, LLC",PacifiCorp - West,HYDRO,7.5,13653,,0,0,0,13653,0,0,0,0,0,0,13653
8086,OR,Drift Creek Solar,IPP Non-CHP,Marion,44.970572,-122.803509,"Drift Creek Solar, LLC",Portland General Electric Company,SOLAR,2.2,3463,,0,0,0,0,0,0,3463,0,0,0,3463
8087,OR,Dunn Road Solar,IPP Non-CHP,Clackamas,45.431,-122.286,Neighborhood Power Corp.,Portland General Electric Company,SOLAR,1.8,3136,,0,0,0,0,0,0,3136,0,0,0,3136
8088,OR,Durbin Creek Windfarm (Burnt River),IPP Non-CHP,Baker,44.353056,-117.323056,Durbin Creek,Idaho Power Company,WIND,10,24646,,0,0,0,0,0,24646,0,0,0,0,24646
8089,OR,"Duus Solar, LLC",IPP Non-CHP,Clackamas,45.35,-122.35,Alchemy Renewable Energy,Portland General Electric Company,SOLAR,10,17111,,0,0,0,0,0,0,17111,0,0,0,17111
8090,OR,Eagle Point,Electric Utility,Jackson,42.514575,-122.757062,PacifiCorp,PacifiCorp - West,HYDRO,2.8,13590,,0,0,0,13590,0,0,0,0,0,0,13590
8091,OR,Eagle Point Solar,IPP Non-CHP,Jackson,42.400814,-122.82917,"Norwest Energy 7, LLC",PacifiCorp - West,SOLAR,9.9,18117,,0,0,0,0,0,0,18117,0,0,0,18117
8092,OR,East Side,Electric Utility,Klamath,42.224847,-121.795496,PacifiCorp,PacifiCorp - West,HYDRO,3.2,0,,0,0,0,0,0,0,0,0,0,0,0
8093,OR,Elbe Solar Center,IPP Non-CHP,Jefferson,44.618,-121.205,"GCL New Energy, Inc.",PacifiCorp - West,SOLAR,10,23269,,0,0,0,0,0,0,23269,0,0,0,23269
8094,OR,Elkhorn Valley Wind Farm,IPP Non-CHP,Union,45.085221,-117.816273,Telocaset Wind Power Partners,Idaho Power Company,WIND,100.7,294185,,0,0,0,0,0,294185,0,0,0,0,294185
8095,OR,Eurus Combine Hills Turbine Ranch 2,IPP Non-CHP,Umatilla,45.943,-118.591,Eurus Combine Hills II LLC,Bonneville Power Administration,WIND,66.1,136403,,0,0,0,0,0,136403,0,0,0,0,136403
8096,OR,Falls Creek,IPP Non-CHP,Linn,44.396815,-122.350246,"Eagle Creek Renewable Energy, LLC",PacifiCorp - West,HYDRO,4.1,16365,,0,0,0,16365,0,0,0,0,0,0,16365
8097,OR,Faraday,Electric Utility,Clackamas,45.268045,-122.32009,Portland General Electric Co,Portland General Electric Company,HYDRO,19.2,-244,,0,0,0,-244,0,0,0,0,0,0,-244
8098,OR,Finley Buttes Landfill Gas,IPP Non-CHP,Morrow,45.69,-119.61,Finley BioEnergy LLC,Bonneville Power Administration,BIOMASS,4.8,37227,0,0,0,0,0,37227,0,0,0,0,0,37227
8099,OR,"Firwood Solar, LLC",IPP Non-CHP,Clackamas,45.35,-122.25,Alchemy Renewable Energy,Portland General Electric Company,SOLAR,10,18288,,0,0,0,0,0,0,18288,0,0,0,18288
8100,OR,Fish Creek,Electric Utility,Douglas,43.274221,-122.448978,PacifiCorp,PacifiCorp - West,HYDRO,11,21343,,0,0,0,21343,0,0,0,0,0,0,21343
8101,OR,Fort Rock I,IPP Non-CHP,Lake,43.320081,-121.003496,"Fort Rock Solar I, LLC",Bonneville Power Administration,SOLAR,9.9,23202,,0,0,0,0,0,0,23202,0,0,0,23202
8102,OR,Fort Rock IV,IPP Non-CHP,Lake,43.38988,-120.956087,Fort Rock Solar IV LLC,Bonneville Power Administration,SOLAR,10,20450,,0,0,0,0,0,0,20450,0,0,0,20450
8103,OR,Foster,Electric Utility,Linn,44.4146,-122.6712,USACE Northwestern Division,Bonneville Power Administration,HYDRO,20,54211,,0,0,0,54211,0,0,0,0,0,0,54211
8104,OR,Four Corners Windfarm LLC,IPP Non-CHP,Umatilla,45.7286,-119.4181,Echo 2,PacifiCorp - West,WIND,8,18053,,0,0,0,0,0,18053,0,0,0,0,18053
8105,OR,Four Mile Canyon Windfarm LLC,IPP Non-CHP,Morrow,45.6447,-119.4533,Echo 2,PacifiCorp - West,WIND,10,19193,,0,0,0,0,0,19193,0,0,0,0,19193
8106,OR,FPL Energy Vansycle LLC (OR),IPP Non-CHP,Umatilla,46.01279,-118.816246,FPL Energy Vansycle LLC,Bonneville Power Administration,WIND,122.8,233935,,0,0,0,0,0,233935,0,0,0,0,233935
8107,OR,Fruitland Creek Solar (CSG),IPP Non-CHP,Marion,44.93013,-122.9375,"Fruitland Creek Solar, LLC",Portland General Electric Company,SOLAR,1.8,57,,0,0,0,0,0,0,57,0,0,0,57
8108,OR,Galesville Project,IPP Non-CHP,Douglas,42.8489,-123.1778,Douglas County,PacifiCorp - West,HYDRO,1.6,0,,0,0,0,0,0,0,0,0,0,0,0
8109,OR,Garrett Solar,IPP Non-CHP,Lake,42.16,-120.4,SOLV Energy LLC,PacifiCorp - West,SOLAR,10,25326,,0,0,0,0,0,0,25326,0,0,0,25326
8110,OR,Golden Hill Wind,IPP Non-CHP,Sherman,45.562715,-120.708464,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,201.3,409586,,0,0,0,0,0,409586,0,0,0,0,409586
8111,OR,Grand Ronde Solar,IPP Non-CHP,Polk,45.054,-123.61,"NorWest Energy 14, LLC",Portland General Electric Company,SOLAR,2.2,3910,,0,0,0,0,0,0,3910,0,0,0,3910
8112,OR,Green Peter,Electric Utility,Linn,44.4494,-122.5494,USACE Northwestern Division,Bonneville Power Administration,HYDRO,80,220733,,0,0,0,220733,0,0,0,0,0,0,220733
8113,OR,Green Springs,Electric Utility,Jackson,42.121168,-122.547896,U S Bureau of Reclamation,Bonneville Power Administration,HYDRO,17.2,18524,,0,0,0,18524,0,0,0,0,0,0,18524
8114,OR,GreenparkSolar,IPP Non-CHP,Marion,44.879414,-122.937451,"Adapture Renewables, Inc.",Portland General Electric Company,SOLAR,1.3,1916,,0,0,0,0,0,0,1916,0,0,0,1916
8115,OR,"Grove Solar Center, LLC",IPP Non-CHP,Malheur,43.936687,-117.381214,Cypress Creek Renewables,Idaho Power Company,SOLAR,6,12980,,0,0,0,0,0,0,12980,0,0,0,12980
8116,OR,Hay Canyon Wind Power LLC,IPP Non-CHP,Sherman,45.52,-120.5744,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,100.8,172044,,0,0,0,0,0,172044,0,0,0,0,172044
8117,OR,Hells Canyon,Electric Utility,Wallowa,45.2439,-116.7008,Idaho Power Co,Idaho Power Company,HYDRO,391.5,1445736.999,,0,0,0,1445737,0,0,0,0,0,0,1445737
8118,OR,Hermiston Power Plant,IPP Non-CHP,Umatilla,45.794046,-119.313323,Hermiston Power Partnership,"Gridforce Energy Management, LLC",GAS,689.4,3859811,1684949.758,0,0,3859811,0,0,0,0,0,0,3859811,0
8119,OR,Hills Creek,Electric Utility,Lane,43.7107,-122.4238,USACE Northwestern Division,Bonneville Power Administration,HYDRO,30,81067,,0,0,0,81067,0,0,0,0,0,0,81067
8120,OR,Horseshoe Bend Wind LLC,IPP Non-CHP,Gilliam,45.58555,-120.008249,Caithness Shepherds Flat LLC,Bonneville Power Administration,WIND,290,497211,,0,0,0,0,0,497211,0,0,0,0,497211
8121,OR,"Hyline Solar Center, LLC",IPP Non-CHP,Malheur,44.151256,-117.000071,Cypress Creek Renewables,Idaho Power Company,SOLAR,9,19540,,0,0,0,0,0,0,19540,0,0,0,19540
8122,OR,Interstate Solar,IPP Non-CHP,Marion,45.129,-122.899,"SP Solar 1, LLC",Portland General Electric Company,SOLAR,2.2,3587,,0,0,0,0,0,0,3587,0,0,0,3587
8123,OR,Jett Creek Windfarm (Burnt River),IPP Non-CHP,Baker,44.425,-117.273889,Jett Creek,Idaho Power Company,WIND,10,26370,,0,0,0,0,0,26370,0,0,0,0,26370
8124,OR,John C Boyle,Electric Utility,Klamath,42.093611,-122.0703,PacifiCorp,PacifiCorp - West,HYDRO,98.7,157072,,0,0,0,157072,0,0,0,0,0,0,157072
8125,OR,John Day,Electric Utility,Sherman,45.71644,-120.69408,USACE Northwestern Division,Bonneville Power Administration,HYDRO,2160,8831544,,0,0,0,8831544,0,0,0,0,0,0,8831544
8126,OR,Juniper Ridge Hydroelectric Project,IPP Non-CHP,Deschutes,44.142698,-121.269747,Central Oregon Irrigation Dist,PacifiCorp - West,HYDRO,5,11321,,0,0,0,11321,0,0,0,0,0,0,11321
8127,OR,Kaiser Creek Solar (CSG),IPP Non-CHP,Clackamas,45.143,-122.609,"Kaiser Creek Solar, LLC",Portland General Electric Company,SOLAR,2,63,,0,0,0,0,0,0,63,0,0,0,63
8128,OR,Kale Patch Solar,IPP Non-CHP,Marion,45.083,-122.904,Kale Patch Solar LLC,Portland General Electric Company,SOLAR,2.2,3839,,0,0,0,0,0,0,3839,0,0,0,3839
8129,OR,Klamath Falls Solar 2 CSG,IPP Non-CHP,Klamath,42.183,-121.764,MN8 Energy LLC,PacifiCorp - West,SOLAR,2.9,6866,,0,0,0,0,0,0,6866,0,0,0,6866
8130,OR,Klamath Generation Peakers,IPP Non-CHP,Klamath,42.172718,-121.814393,Klamath Energy LLC,Avangrid Renewables LLC,GAS,117.6,27048,20068.873,0,0,27048.001,0,0,0,0,0,0,27048.001,0
8131,OR,Klondike Wind Power,IPP Non-CHP,Sherman,45.5563,-120.5507,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,24.5,35400,,0,0,0,0,0,35400,0,0,0,0,35400
8132,OR,Klondike Windpower II,IPP Non-CHP,Sherman,45.571,-120.593,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,75,228664,,0,0,0,0,0,228664,0,0,0,0,228664
8133,OR,Klondike Windpower III,IPP Non-CHP,Sherman,45.5836,-120.5042,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,297.5,708208,,0,0,0,0,0,708208,0,0,0,0,708208
8134,OR,Labish Solar LLC,IPP Non-CHP,Marion,45.023,-122.922,Labish Solar LLC,Portland General Electric Company,SOLAR,2.2,3949,,0,0,0,0,0,0,3949,0,0,0,3949
8135,OR,Lacomb Irrigation District,IPP Non-CHP,Linn,44.597518,-122.685441,Lacomb Irrigation Dist,PacifiCorp - West,HYDRO,1,4461,,0,0,0,4461,0,0,0,0,0,0,4461
8136,OR,Leaburg,Electric Utility,Lane,44.1011,-122.6892,Eugene Water & Electric Board,Bonneville Power Administration,HYDRO,15.9,,,,,,,,,,,,,
8137,OR,Leaning Juniper,Electric Utility,Gilliam,45.652457,-120.209783,PacifiCorp,Bonneville Power Administration,WIND,110.4,253408,,0,0,0,0,0,253408,0,0,0,0,253408
8138,OR,Leaning Juniper Wind Power II,IPP Non-CHP,Gilliam,45.651,-120.2598,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,199.2,329692,,0,0,0,0,0,329692,0,0,0,0,329692
8139,OR,Lemolo 1,Electric Utility,Douglas,43.3558,-122.2494,PacifiCorp,PacifiCorp - West,HYDRO,32,104064,,0,0,0,104064,0,0,0,0,0,0,104064
8140,OR,Lemolo 2,Electric Utility,Douglas,43.280611,-122.40248,PacifiCorp,PacifiCorp - West,HYDRO,43.7,108628,,0,0,0,108628,0,0,0,0,0,0,108628
8141,OR,Lime Wind,IPP Non-CHP,Baker,44.396944,-117.271944,Lime Wind LLC,Idaho Power Company,WIND,3,5489,,0,0,0,0,0,5489,0,0,0,0,5489
8142,OR,Lookout Point,Electric Utility,Lane,43.9153,-122.7531,USACE Northwestern Division,Bonneville Power Administration,HYDRO,120,203199,,0,0,0,203199,0,0,0,0,0,0,203199
8143,OR,Lost Creek,Electric Utility,Jackson,42.6717,-122.6772,USACE Northwestern Division,PacifiCorp - West,HYDRO,49,210582,,0,0,0,210582,0,0,0,0,0,0,210582
8144,OR,McNary,Electric Utility,Umatilla,45.9402,-119.2988,USACE Northwestern Division,Bonneville Power Administration,HYDRO,990.5,4640050.001,,0,0,0,4640050,0,0,0,0,0,0,4640050
8145,OR,Michell Butte Power Project,IPP Non-CHP,Malheur,43.771896,-117.155023,Owyhee Irrigation District,Idaho Power Company,HYDRO,1.8,2663,,0,0,0,2663,0,0,0,0,0,0,2663
8146,OR,Middle Fork Irrigation District,IPP Non-CHP,Hood River,45.480701,-121.59984,Middle Fork Irrigation Dist,Bonneville Power Administration,HYDRO,3.3,23436,,0,0,0,23436,0,0,0,0,0,0,23436
8147,OR,MilfordSolar OR,IPP Non-CHP,Washington,45.57,-123.05,"Adapture Renewables, Inc.",Portland General Electric Company,SOLAR,3,4604,,0,0,0,0,0,0,4604,0,0,0,4604
8148,OR,Mill Creek Solar (OR),IPP Non-CHP,Yamhill,45.16964,-123.13633,"SP Solar 5, LLC",Portland General Electric Company,SOLAR,2.2,3753,,0,0,0,0,0,0,3753,0,0,0,3753
8149,OR,Millican Solar Energy LLC,IPP Non-CHP,Crook,44.154107,-120.53409,Invenergy Services LLC,PacifiCorp - West,SOLAR,70,141640,,0,0,0,0,0,0,141640,0,0,0,141640
8150,OR,Minke Solar,IPP Non-CHP,Clackamas,45.172332,-122.622665,"Minke Solar, LLC",Portland General Electric Company,SOLAR,2.2,2973,,0,0,0,0,0,0,2973,0,0,0,2973
8151,OR,Montague Wind Power Facility LLC,IPP Non-CHP,Gilliam,45.5857,-120.0904,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,200,491582,,0,0,0,0,0,491582,0,0,0,0,491582
8152,OR,Morgan Solar Center,IPP Non-CHP,Malheur,43.951376,-117.07478,"Adapture Renewables, Inc.",Idaho Power Company,SOLAR,3,6912,,0,0,0,0,0,0,6912,0,0,0,6912
8153,OR,Mt Hope Solar,IPP Non-CHP,Clackamas,45.12795,-122.61382,Neighborhood Power Corp.,Portland General Electric Company,SOLAR,2.5,4193,,0,0,0,0,0,0,4193,0,0,0,4193
8154,OR,Neal Hot Springs Geothermal Project,IPP Non-CHP,Malheur,44.023056,-117.46806,US Geothermal Inc.,Idaho Power Company,GEOTHERMAL,33,178845.999,0,0,0,0,0,0,0,0,178846,0,0,178846
8155,OR,North Fork,Electric Utility,Clackamas,45.243287,-122.27995,Portland General Electric Co,Portland General Electric Company,HYDRO,40.8,201369,,0,0,0,201369,0,0,0,0,0,0,201369
8156,OR,North Hurlburt Wind LLC,IPP Non-CHP,Gilliam,45.731611,-120.083466,Caithness Shepherds Flat LLC,Bonneville Power Administration,WIND,265,518106,,0,0,0,0,0,518106,0,0,0,0,518106
8157,OR,"NorWest Energy 2, LLC",IPP Non-CHP,Deschutes,44.06803,-121.22838,Cypress Creek Renewables,PacifiCorp - West,SOLAR,9.9,20267,,0,0,0,0,0,0,20267,0,0,0,20267
8158,OR,"NorWest Energy 4, LLC",IPP Non-CHP,Klamath,42.695,-121.614,Rigel,PacifiCorp - West,SOLAR,5.6,11353,,0,0,0,0,0,0,11353,0,0,0,11353
8159,OR,NorWest Energy 9 LLC,IPP Non-CHP,Umatilla,45.917,-119.343,Rigel,PacifiCorp - West,SOLAR,6,11464,,0,0,0,0,0,0,11464,0,0,0,11464
8160,OR,NSE Astoria - Skyward,IPP Non-CHP,Clackamas,45.418564,-122.277905,Standard Solar,Portland General Electric Company,SOLAR,2.5,128,,0,0,0,0,0,0,128,0,0,0,128
8161,OR,Oak Grove,Electric Utility,Clackamas,45.122009,-122.06987,Portland General Electric Co,Portland General Electric Company,HYDRO,51,46329,,0,0,0,46329,0,0,0,0,0,0,46329
8162,OR,Old Mill Solar,IPP Non-CHP,Klamath,42.203333,-121.046389,Old Mill Solar,PacifiCorp - West,SOLAR,5,7542,,0,0,0,0,0,0,7542,0,0,0,7542
8163,OR,O'Neill Creek Solar,IPP Non-CHP,Washington,45.472,-123.129,O'Neill Creek Solar LLC,Portland General Electric Company,SOLAR,2.2,3902,,0,0,0,0,0,0,3902,0,0,0,3902
8164,OR,Ontario Solar Center,IPP Non-CHP,Malheur,44.112841,-117.028093,"Adapture Renewables, Inc.",Idaho Power Company,SOLAR,3,7019,,0,0,0,0,0,0,7019,0,0,0,7019
8165,OR,Opal Springs Hydro,IPP Non-CHP,Jefferson,44.49004,-121.298812,Deschutes Valley Water District,PacifiCorp - West,HYDRO,4.3,21213,,0,0,0,21213,0,0,0,0,0,0,21213
8166,OR,"Open Range Solar Center, LLC",IPP Non-CHP,Malheur,43.796766,-117.065311,Cypress Creek Renewables,Idaho Power Company,SOLAR,10,22117,,0,0,0,0,0,0,22117,0,0,0,22117
8167,OR,"OR Solar 2, LLC",IPP Non-CHP,Jackson,42.542084,-122.781338,"OR Solar 2, LLC",PacifiCorp - West,SOLAR,10,22274,,0,0,0,0,0,0,22274,0,0,0,22274
8168,OR,"OR Solar 3, LLC",IPP Non-CHP,Klamath,42.022336,-121.418873,"Heelstone Energy Holdings, LLC",PacifiCorp - West,SOLAR,10,24999,,0,0,0,0,0,0,24999,0,0,0,24999
8169,OR,"OR Solar 5, LLC",IPP Non-CHP,Klamath,42.030332,-121.611565,"Heelstone Energy Holdings, LLC",PacifiCorp - West,SOLAR,8,19732,,0,0,0,0,0,0,19732,0,0,0,19732
8170,OR,"OR Solar 6, LLC",IPP Non-CHP,Lake,42.208988,-120.367807,"Heelstone Energy Holdings, LLC",PacifiCorp - West,SOLAR,10,24941,,0,0,0,0,0,0,24941,0,0,0,24941
8171,OR,"OR Solar 8, LLC",IPP Non-CHP,Klamath,42.238888,-121.585833,"Heelstone Energy Holdings, LLC",PacifiCorp - West,SOLAR,10,26957,,0,0,0,0,0,0,26957,0,0,0,26957
8172,OR,"Orchard Windfarm 1, LLC",IPP Non-CHP,Morrow,45.38,-119.3332,"Orchard Windfarm, LLC",PacifiCorp - West,WIND,10,15926,,0,0,0,0,0,15926,0,0,0,0,15926
8173,OR,"Orchard Windfarm 2, LLC",IPP Non-CHP,Morrow,45.38,-119.3332,"Orchard Windfarm, LLC",Bonneville Power Administration,WIND,10,16796,,0,0,0,0,0,16796,0,0,0,0,16796
8174,OR,"Orchard Windfarm 3, LLC",IPP Non-CHP,Morrow,45.38,-119.3332,"Orchard Windfarm, LLC",Bonneville Power Administration,WIND,10,17019,,0,0,0,0,0,17019,0,0,0,0,17019
8175,OR,"Orchard Windfarm 4, LLC",IPP Non-CHP,Morrow,45.38,-119.33322,"Orchard Windfarm, LLC",PacifiCorp - West,WIND,10,18047,,0,0,0,0,0,18047,0,0,0,0,18047
8176,OR,Oregon Convention Center,IPP Non-CHP,Multnomah,45.528457,-122.66317,Tesla Inc.,PacifiCorp - West,SOLAR,1.4,1705,,0,0,0,0,0,0,1705,0,0,0,1705
8177,OR,Oregon Trail Windfarm LLC,IPP Non-CHP,Umatilla,45.7122,-119.4044,Echo 1,PacifiCorp - West,WIND,9.9,18704,,0,0,0,0,0,18704,0,0,0,0,18704
8178,OR,Oregon University System OIT Klamath Falls,IPP Non-CHP,Klamath,42.254167,-121.785,Tesla Inc.,PacifiCorp - West,SOLAR,1.7,2990,,0,0,0,0,0,0,2990,0,0,0,2990
8179,OR,Oregon University System Rabbit Field,IPP Non-CHP,Benton,44.573484,-123.31695,Tesla Inc.,PacifiCorp - West,SOLAR,1.2,1397,,0,0,0,0,0,0,1397,0,0,0,1397
8180,OR,"OSLH, LLC",IPP Non-CHP,Deschutes,44.061,-121.228,"OSLH, LLC",PacifiCorp - West,SOLAR,9.9,22579,,0,0,0,0,0,0,22579,0,0,0,22579
8181,OR,Outback Solar At Christmas Valley,IPP Non-CHP,Lake,43.236944,-120.49,"Outback Solar, LLC",Bonneville Power Administration,SOLAR,4.4,9621,,0,0,0,0,0,0,9621,0,0,0,9621
8182,OR,Owyhee Dam Power Project,IPP Non-CHP,Malheur,43.641603,-117.24374,Owyhee Irrigation District,Idaho Power Company,HYDRO,4.3,10753,,0,0,0,10753,0,0,0,0,0,0,10753
8183,OR,Oxbow (OR),Electric Utility,Baker,44.971643,-116.835042,Idaho Power Co,Idaho Power Company,HYDRO,190,705619,,0,0,0,705619,0,0,0,0,0,0,705619
8184,OR,Pacific Canyon Windfarm LLC,IPP Non-CHP,Morrow,45.6542,-119.4869,Echo 1,PacifiCorp - West,WIND,8.3,16121,,0,0,0,0,0,16121,0,0,0,0,16121
8185,OR,Paisley Geothermal Generating Plant,Electric Utility,Lake,42.695833,-120.557778,Surprise Valley Electrification,PacifiCorp - West,GEOTHERMAL,3.7,,,,,,,,,,,,,
8186,OR,"Palmer Creek Solar, LLC",IPP Non-CHP,Yamhill,45.18484,-123.10175,Greenbacker Renewable Energy Corporation,Portland General Electric Company,SOLAR,2.3,3676,,0,0,0,0,0,0,3676,0,0,0,3676
8187,OR,PaTu Wind Farm LLC,IPP Non-CHP,Sherman,45.613061,-120.616906,PaTu Wind Farm LLC,Bonneville Power Administration,WIND,9,25692,,0,0,0,0,0,25692,0,0,0,0,25692
8188,OR,Pebble Springs Wind LLC,IPP Non-CHP,Gilliam,45.7119,-120.125,Avangrid Renewables LLC,Avangrid Renewables LLC,WIND,98.7,195235,,0,0,0,0,0,195235,0,0,0,0,195235
8189,OR,Pelton,Electric Utility,Jefferson,44.694374,-121.231379,Portland General Electric Co,Portland General Electric Company,HYDRO,109.8,311033.001,,0,0,0,311033,0,0,0,0,0,0,311033
8190,OR,Peters Drive Plant,IPP Non-CHP,Hood River,45.66764,-121.548455,Farmer's Irrigation District,PacifiCorp - West,HYDRO,1.8,7936,,0,0,0,7936,0,0,0,0,0,0,7936
8191,OR,PHP 1,Electric Utility,Multnomah,45.481708,-122.083188,Portland City of,Portland General Electric Company,HYDRO,23.7,49369,,0,0,0,49369,0,0,0,0,0,0,49369
8192,OR,PHP 2,Electric Utility,Clackamas,45.448977,-122.151257,Portland City of,Portland General Electric Company,HYDRO,11.8,36454,,0,0,0,36454,0,0,0,0,0,0,36454
8193,OR,Pika Solar,IPP Non-CHP,Marion,45.089244,-122.7705,"Pika Solar, LLC",Portland General Electric Company,SOLAR,2.2,3353,,0,0,0,0,0,0,3353,0,0,0,3353
8194,OR,Port Westward,Electric Utility,Columbia,46.17894,-123.172039,Portland General Electric Co,Portland General Electric Company,GAS,483,2323897,961834.957,0,0,2323897,0,0,0,0,0,0,2323897,0
8195,OR,Port Westward Unit 2,Electric Utility,Columbia,46.178889,-123.171944,Portland General Electric Co,Portland General Electric Company,GAS,225.6,694770,351786.324,0,0,694770,0,0,0,0,0,0,694770,0
8196,OR,Prineville Solar Energy LLC,IPP Non-CHP,Crook,44.163296,-120.524077,Invenergy Services LLC,PacifiCorp - West,SOLAR,40,98042,,0,0,0,0,0,0,98042,0,0,0,98042
8197,OR,Prospect 1,Electric Utility,Jackson,42.730717,-122.515122,PacifiCorp,PacifiCorp - West,HYDRO,3.8,219,,0,0,0,219,0,0,0,0,0,0,219
8198,OR,Prospect 2,Electric Utility,Jackson,42.731237,-122.513974,PacifiCorp,PacifiCorp - West,HYDRO,32,161545,,0,0,0,161545,0,0,0,0,0,0,161545
8199,OR,Prospect 3,Electric Utility,Jackson,42.730606,-122.41846,PacifiCorp,PacifiCorp - West,HYDRO,7.2,-175,,0,0,0,-175,0,0,0,0,0,0,-175
8200,OR,Prospect 4,Electric Utility,Jackson,42.733073,-122.515079,PacifiCorp,PacifiCorp - West,HYDRO,1,-16,,0,0,0,-16,0,0,0,0,0,0,-16
8201,OR,Prospector Windfarm (Burnt River),IPP Non-CHP,Baker,44.418056,-117.255,Prospector,Idaho Power Company,WIND,10,26674,,0,0,0,0,0,26674,0,0,0,0,26674
8202,OR,Rafael Solar,IPP Non-CHP,Marion,44.859838,-123.007913,Rafael Solar LLC,Portland General Electric Company,SOLAR,2.2,3845,,0,0,0,0,0,0,3845,0,0,0,3845
8203,OR,"Railroad Solar Center, LLC",IPP Non-CHP,Malheur,43.998019,-117.10118,Cypress Creek Renewables,Idaho Power Company,SOLAR,4.5,10049,,0,0,0,0,0,0,10049,0,0,0,10049
8204,OR,Red Prairie Solar,IPP Non-CHP,Yamhill,45.087389,-123.417361,"TLS Capital, Inc",Portland General Electric Company,SOLAR,2.2,4179,,0,0,0,0,0,0,4179,0,0,0,4179
8205,OR,Riley,IPP Non-CHP,Harney,43.5559,-119.6852,Riley Solar I LLC,Bonneville Power Administration,SOLAR,10,22857,,0,0,0,0,0,0,22857,0,0,0,22857
8206,OR,River Mill,Electric Utility,Clackamas,45.299991,-122.350023,Portland General Electric Co,Portland General Electric Company,HYDRO,18.8,104242,,0,0,0,104242,0,0,0,0,0,0,104242
8207,OR,River Valley Solar,IPP Non-CHP,Marion,45.128,-122.828,Neighborhood Power Corp.,Portland General Electric Company,SOLAR,1.9,1470,,0,0,0,0,0,0,1470,0,0,0,1470
8208,OR,Riverbend Landfill,IPP Non-CHP,Yamhill,45.1672,-123.2511,WM Renewable Energy LLC,Bonneville Power Administration,BIOMASS,4.8,27049.002,0,0,0,0,0,27049,0,0,0,0,0,27049
8209,OR,"Rock Garden Solar, LLC",IPP Non-CHP,Lake,43.39691,-120.93038,NES Euryalus,Bonneville Power Administration,SOLAR,10,23968,,0,0,0,0,0,0,23968,0,0,0,23968
8210,OR,Roseburg LFG,IPP Non-CHP,Douglas,43.186111,-123.380278,Roseburg LFG Energy LLC,PacifiCorp - West,BIOMASS,1.6,7507,0,0,0,0,0,7507,0,0,0,0,0,7507
8211,OR,Round Butte,Electric Utility,Jefferson,44.605837,-121.277334,Portland General Electric Co,Portland General Electric Company,HYDRO,372.5,753618,,0,0,0,753618,0,0,0,0,0,0,753618
8212,OR,Salem Smart Power Center,Electric Utility,Marion,44.922,-123.0183,Portland General Electric Co,Portland General Electric Company,OTHF,5,-371,,0,0,0,0,0,0,0,0,0,-371,0
8213,OR,Sand Ranch Windfarm LLC,IPP Non-CHP,Morrow,45.6447,-119.4767,Echo 1,PacifiCorp - West,WIND,9.9,19781,,0,0,0,0,0,19781,0,0,0,0,19781
8214,OR,Sandy River Solar (CSG),IPP Non-CHP,Clackamas,45.431055,-122.29516,"Sandy River Solar, LLC",Portland General Electric Company,SOLAR,1.9,103,,0,0,0,0,0,0,103,0,0,0,103
8215,OR,Schumann Wind Farm,IPP Non-CHP,Umatilla,45.90676,-118.4973,"Chopin Wind, LLC",PacifiCorp - West,WIND,8,3004,,0,0,0,0,0,3004,0,0,0,0,3004
8216,OR,Sesqui-C Solar (CSG),IPP Non-CHP,Yamhill,45.32543,-123.1769,"Sesqui-C Solar, LLC",Portland General Electric Company,SOLAR,2.5,60,,0,0,0,0,0,0,60,0,0,0,60
8217,OR,Sheep Solar,IPP Non-CHP,Marion,44.826,-122.949,"Sheep Solar, LLC",Portland General Electric Company,SOLAR,2.2,3724,,0,0,0,0,0,0,3724,0,0,0,3724
8218,OR,Short Mountain,Electric Utility,Lane,43.96211,-122.997361,Emerald People's Utility Dist,PacifiCorp - West,BIOMASS,3.2,16657,0,0,0,0,0,16657,0,0,0,0,0,16657
8219,OR,Silverton Solar,IPP Non-CHP,Marion,45.014,-122.807,"Silverton Solar, LLC",Portland General Electric Company,SOLAR,2.2,3545,,0,0,0,0,0,0,3545,0,0,0,3545
8220,OR,Siphon Power Project,IPP Non-CHP,Deschutes,44.033022,-121.3297,Central Oregon Irrigation Dist,PacifiCorp - West,HYDRO,5.4,13294,,0,0,0,13294,0,0,0,0,0,0,13294
